neighbourhood_name,common_name,n,frequency
ARBUTUS-RIDGE,ACCOLADE CHERRY,1,1.934610176049526e-4
ARBUTUS-RIDGE,AKEBONO FLOWERING CHERRY,61,0.011801122073902109
ARBUTUS-RIDGE,ALDERLEAFED MOUNTAIN ASH,8,0.0015476881408396208
ARBUTUS-RIDGE,ALIA'S MAGNOLIA,3,5.803830528148578e-4
ARBUTUS-RIDGE,AMERICAN ELM,92,0.01779841361965564
ARBUTUS-RIDGE,AMERICAN FILBERT,4,7.738440704198104e-4
ARBUTUS-RIDGE,AMERICAN HORNBEAM,14,0.0027084542464693366
ARBUTUS-RIDGE,AMERICAN MOUNTAIN ASH,8,0.0015476881408396208
ARBUTUS-RIDGE,AMERICAN SWEETGUM,2,3.869220352099052e-4
ARBUTUS-RIDGE,AMUR MAPLE,5,9.67305088024763e-4
ARBUTUS-RIDGE,APPLE SERVICEBERRY,8,0.0015476881408396208
ARBUTUS-RIDGE,APPLE SPECIES,1,1.934610176049526e-4
ARBUTUS-RIDGE,APPRICOT PLUM,1,1.934610176049526e-4
ARBUTUS-RIDGE,ARISTOCRAT PEAR,20,0.003869220352099052
ARBUTUS-RIDGE,ARMSTRONG RED MAPLE,19,0.0036757593344940993
ARBUTUS-RIDGE,ARNOLD TULIPTREE,38,0.007351518668988199
ARBUTUS-RIDGE,ASH SPECIES,7,0.0013542271232346683
ARBUTUS-RIDGE,AUSTRIAN PINE,18,0.003482298316889147
ARBUTUS-RIDGE,AUTUMN APPLAUSE ASH,70,0.013542271232346682
ARBUTUS-RIDGE,AUTUMN BLAZE RED MAPLE,1,1.934610176049526e-4
ARBUTUS-RIDGE,AUTUMN FLAME RED MAPLE,19,0.0036757593344940993
ARBUTUS-RIDGE,AUTUMN PURPLE ASH,1,1.934610176049526e-4
ARBUTUS-RIDGE,AUTUMN SPLENDOR CHESTNUT,4,7.738440704198104e-4
ARBUTUS-RIDGE,BAILEY SELECT CHOKECHERRY,10,0.001934610176049526
ARBUTUS-RIDGE,BERGESON ASH,3,5.803830528148578e-4
ARBUTUS-RIDGE,BIGLEAF MAPLE,10,0.001934610176049526
ARBUTUS-RIDGE,BLACK COTTONWOOD,3,5.803830528148578e-4
ARBUTUS-RIDGE,BLACK LOCUST,3,5.803830528148578e-4
ARBUTUS-RIDGE,BLACK WALNUT,3,5.803830528148578e-4
ARBUTUS-RIDGE,BLOODGOOD JAPANESE MAPLE,1,1.934610176049526e-4
ARBUTUS-RIDGE,BLOODGOOD PLANE TREE,34,0.006577674598568389
ARBUTUS-RIDGE,BLUE ASH,2,3.869220352099052e-4
ARBUTUS-RIDGE,BOWHALL RED MAPLE,118,0.022828400077384407
ARBUTUS-RIDGE,BOXELDER,4,7.738440704198104e-4
ARBUTUS-RIDGE,BRANDON ELM,46,0.00889920680982782
ARBUTUS-RIDGE,BUR OAK,1,1.934610176049526e-4
ARBUTUS-RIDGE,BUTTERNUT,13,0.0025149932288643837
ARBUTUS-RIDGE,CALIFORNIA INCENSE CEDAR,1,1.934610176049526e-4
ARBUTUS-RIDGE,CALLERY PEAR,3,5.803830528148578e-4
ARBUTUS-RIDGE,CAPITAL PEAR,1,1.934610176049526e-4
ARBUTUS-RIDGE,CARDINAL ROYAL MOUNTAIN ASH,6,0.0011607661056297156
ARBUTUS-RIDGE,CAUCASIAN ASH,14,0.0027084542464693366
ARBUTUS-RIDGE,CAUCASIAN MAPLE,3,5.803830528148578e-4
ARBUTUS-RIDGE,CEDAR SPECIES,1,1.934610176049526e-4
ARBUTUS-RIDGE,CHANTICLEER PEAR,74,0.014316115302766493
ARBUTUS-RIDGE,"CHERRY, PLUM OR PEACH SPECIES",4,7.738440704198104e-4
ARBUTUS-RIDGE,CHINA GIRL DOGWOOD,4,7.738440704198104e-4
ARBUTUS-RIDGE,CHINESE KOUSA DOGWOOD,2,3.869220352099052e-4
ARBUTUS-RIDGE,CHINESE WINGNUT,1,1.934610176049526e-4
ARBUTUS-RIDGE,COLUMNAR NORWAY MAPLE,25,0.004836525440123815
ARBUTUS-RIDGE,COLUMNAR SARGENT CHERRY,5,9.67305088024763e-4
ARBUTUS-RIDGE,COMMON APPLE,7,0.0013542271232346683
ARBUTUS-RIDGE,COMMON CATALPA,2,3.869220352099052e-4
ARBUTUS-RIDGE,COMMON HACKBERRY,4,7.738440704198104e-4
ARBUTUS-RIDGE,COMMON HORSECHESTNUT,125,0.024182627200619075
ARBUTUS-RIDGE,COMMON LILAC,1,1.934610176049526e-4
ARBUTUS-RIDGE,COPPER OR PURPLE BEECH,21,0.004062681369704005
ARBUTUS-RIDGE,CRIMEAN LINDEN,55,0.010640355968272393
ARBUTUS-RIDGE,CRIMSON KING NORWAY MAPLE,7,0.0013542271232346683
ARBUTUS-RIDGE,CUTLEAF SILVER MAPLE,1,1.934610176049526e-4
ARBUTUS-RIDGE,DAWN REDWOOD,88,0.01702456954923583
ARBUTUS-RIDGE,DAWYCK'S BEECH,3,5.803830528148578e-4
ARBUTUS-RIDGE,DEBORAH NORWAY MAPLE,7,0.0013542271232346683
ARBUTUS-RIDGE,DEGROOT LINDEN,2,3.869220352099052e-4
ARBUTUS-RIDGE,DEODAR CEDAR,10,0.001934610176049526
ARBUTUS-RIDGE,DOGWOOD SPECIES,2,3.869220352099052e-4
ARBUTUS-RIDGE,DOUGLAS FIR,22,0.0042561423873089576
ARBUTUS-RIDGE,DOUGLAS HAWTHORN,23,0.00444960340491391
ARBUTUS-RIDGE,DOVE OR HANDKERCHIEF TREE,1,1.934610176049526e-4
ARBUTUS-RIDGE,DUTCH ELM,20,0.003869220352099052
ARBUTUS-RIDGE,EASTERN REDCEDAR,3,5.803830528148578e-4
ARBUTUS-RIDGE,EDDIES WHITE WONDER DOGWOOD,9,0.0017411491584445734
ARBUTUS-RIDGE,ELM SPECIES,1,1.934610176049526e-4
ARBUTUS-RIDGE,ELWOOD NORWAY MAPLE,5,9.67305088024763e-4
ARBUTUS-RIDGE,EMERALD QUEEN NORWAY MAPLE,8,0.0015476881408396208
ARBUTUS-RIDGE,ENGLISH HAWTHORN,13,0.0025149932288643837
ARBUTUS-RIDGE,ENGLISH HOLLY,3,5.803830528148578e-4
ARBUTUS-RIDGE,ENGLISH OAK,7,0.0013542271232346683
ARBUTUS-RIDGE,EUROPEAN ASH,41,0.007931901721803056
ARBUTUS-RIDGE,EUROPEAN BEECH,40,0.007738440704198104
ARBUTUS-RIDGE,EUROPEAN HORNBEAM,5,9.67305088024763e-4
ARBUTUS-RIDGE,EUROPEAN MOUNTAIN ASH,6,0.0011607661056297156
ARBUTUS-RIDGE,EUROPEAN WHITE BIRCH,50,0.00967305088024763
ARBUTUS-RIDGE,FALL GOLD BLACK ASH,1,1.934610176049526e-4
ARBUTUS-RIDGE,FERNLEAF BEECH,12,0.0023215322112594312
ARBUTUS-RIDGE,FERNLEAF COPPER BEECH,13,0.0025149932288643837
ARBUTUS-RIDGE,FLOWERING ASH,42,0.00812536273940801
ARBUTUS-RIDGE,FLOWERING DOGWOOD,1,1.934610176049526e-4
ARBUTUS-RIDGE,FRANZ FONTAINE HORNBEAM,2,3.869220352099052e-4
ARBUTUS-RIDGE,FREEMAN'S S.S. MAPLE,9,0.0017411491584445734
ARBUTUS-RIDGE,FULLMOON MAPLE,1,1.934610176049526e-4
ARBUTUS-RIDGE,GIANT DOGWOOD,12,0.0023215322112594312
ARBUTUS-RIDGE,GIANT SEQUOIA,15,0.002901915264074289
ARBUTUS-RIDGE,GINKGO OR MAIDENHAIR TREE,5,9.67305088024763e-4
ARBUTUS-RIDGE,GLOBE OR MOPHEAD ACACIA,2,3.869220352099052e-4
ARBUTUS-RIDGE,GLOBEHEAD NORWAY MAPLE,43,0.008318823757012962
ARBUTUS-RIDGE,GOLD LEAF BLACK LOCUST,2,3.869220352099052e-4
ARBUTUS-RIDGE,GOLDEN CAUCASIAN MAPLE,1,1.934610176049526e-4
ARBUTUS-RIDGE,GOLDEN DAWYCK BEECH,4,7.738440704198104e-4
ARBUTUS-RIDGE,GOLDEN GIANT ARBORVITAE,1,1.934610176049526e-4
ARBUTUS-RIDGE,GOLDEN ORIENTAL ARBORVITAE,1,1.934610176049526e-4
ARBUTUS-RIDGE,GOLDEN WHITEBEAM,16,0.0030953762816792415
ARBUTUS-RIDGE,GRAND FIR,18,0.003482298316889147
ARBUTUS-RIDGE,GREEN ASH,3,5.803830528148578e-4
ARBUTUS-RIDGE,GREEN COLUMN BLACK MAPLE,3,5.803830528148578e-4
ARBUTUS-RIDGE,GREEN PILLAR PIN OAK,8,0.0015476881408396208
ARBUTUS-RIDGE,GREEN VASE ZELKOVA,1,1.934610176049526e-4
ARBUTUS-RIDGE,HALKA HONEYLOCUST,11,0.0021280711936544788
ARBUTUS-RIDGE,HARLEQUIN AH,2,3.869220352099052e-4
ARBUTUS-RIDGE,HEDGE MAPLE,64,0.012381505126716966
ARBUTUS-RIDGE,HOLLY SPECIES,1,1.934610176049526e-4
ARBUTUS-RIDGE,JACK PINE,1,1.934610176049526e-4
ARBUTUS-RIDGE,JAPANESE DOGWOOD,8,0.0015476881408396208
ARBUTUS-RIDGE,JAPANESE FLOWERING CHERRY,15,0.002901915264074289
ARBUTUS-RIDGE,JAPANESE FLOWERING CRABAPPLE,68,0.013155349197136778
ARBUTUS-RIDGE,JAPANESE HORNBEAM,18,0.003482298316889147
ARBUTUS-RIDGE,JAPANESE MAPLE,26,0.005029986457728767
ARBUTUS-RIDGE,JAPANESE SNOWBELL,16,0.0030953762816792415
ARBUTUS-RIDGE,JAPANESE ZELKOVA,5,9.67305088024763e-4
ARBUTUS-RIDGE,JOSEPH ROCK MOUNTAIN ASH,4,7.738440704198104e-4
ARBUTUS-RIDGE,KATSURA TREE,99,0.019152640742890307
ARBUTUS-RIDGE,KOBUS MAGNOLIA,143,0.027664925517508224
ARBUTUS-RIDGE,KOREAN MOUNTAIN ASH,8,0.0015476881408396208
ARBUTUS-RIDGE,KWANZAN FLOWERING CHERRY,394,0.07622364093635133
ARBUTUS-RIDGE,LAVALLEI HYBRID HAWTHORN,20,0.003869220352099052
ARBUTUS-RIDGE,LAWSON CYPRESS/PORT ORFORD CED,12,0.0023215322112594312
ARBUTUS-RIDGE,LEPRECHAUN ASH,1,1.934610176049526e-4
ARBUTUS-RIDGE,LILAC SPECIES,1,1.934610176049526e-4
ARBUTUS-RIDGE,LITTLE-LEAF LINDEN,45,0.008705745792222866
ARBUTUS-RIDGE,LONDON PLANE TREE,69,0.013348810214741729
ARBUTUS-RIDGE,LUCAS COLUMNAR HORNBEAM,7,0.0013542271232346683
ARBUTUS-RIDGE,MAGNOLIA 'CHYVERTON RED',1,1.934610176049526e-4
ARBUTUS-RIDGE,MAGNOLIA 'GALAXY',15,0.002901915264074289
ARBUTUS-RIDGE,MAGNOLIA 'IOLANTHE',5,9.67305088024763e-4
ARBUTUS-RIDGE,MAGNOLIA 'SERENE',9,0.0017411491584445734
ARBUTUS-RIDGE,MAGNOLIA 'VICTORIA',2,3.869220352099052e-4
ARBUTUS-RIDGE,MAGNOLIA 'VULCAN',4,7.738440704198104e-4
ARBUTUS-RIDGE,MAGNOLIA SPECIES,1,1.934610176049526e-4
ARBUTUS-RIDGE,MANCHURIAN CHERRY,6,0.0011607661056297156
ARBUTUS-RIDGE,MAPLE SPECIES,11,0.0021280711936544788
ARBUTUS-RIDGE,MAZZARD CHERRY,15,0.002901915264074289
ARBUTUS-RIDGE,MEDLAR APPLE,6,0.0011607661056297156
ARBUTUS-RIDGE,MIYAKO CHERRY,1,1.934610176049526e-4
ARBUTUS-RIDGE,MODESTO ASH,19,0.0036757593344940993
ARBUTUS-RIDGE,MORAINE HONEYLOCUST,1,1.934610176049526e-4
ARBUTUS-RIDGE,MOUNTAIN ASH SPECIES,1,1.934610176049526e-4
ARBUTUS-RIDGE,MOUNTAIN BLACK HEMLOCK,1,1.934610176049526e-4
ARBUTUS-RIDGE,NIGHT PURPLE LEAF PLUM,195,0.03772489843296576
ARBUTUS-RIDGE,NOOTKA CYPRESS,4,7.738440704198104e-4
ARBUTUS-RIDGE,NORTHWOOD RED MAPLE,6,0.0011607661056297156
ARBUTUS-RIDGE,NORWAY MAPLE,73,0.01412265428516154
ARBUTUS-RIDGE,NORWAY SPRUCE,2,3.869220352099052e-4
ARBUTUS-RIDGE,OCTOBER GLORY RED MAPLE,9,0.0017411491584445734
ARBUTUS-RIDGE,OSAKAZUKI JAPANESE MAPLE,9,0.0017411491584445734
ARBUTUS-RIDGE,PACIFIC DOGWOOD,9,0.0017411491584445734
ARBUTUS-RIDGE,PACIFIC SUNSET MAPLE,18,0.003482298316889147
ARBUTUS-RIDGE,PANACEK MAPLE,8,0.0015476881408396208
ARBUTUS-RIDGE,PAPER BIRCH,9,0.0017411491584445734
ARBUTUS-RIDGE,PAPERBARK MAPLE,52,0.010059972915457535
ARBUTUS-RIDGE,PATMORE ASH,28,0.005416908492938673
ARBUTUS-RIDGE,PENDULOUS HYBRID CRABAPPLE,1,1.934610176049526e-4
ARBUTUS-RIDGE,PERSIAN IRONWOOD,28,0.005416908492938673
ARBUTUS-RIDGE,PIN OAK,7,0.0013542271232346683
ARBUTUS-RIDGE,PINE SPECIES,4,7.738440704198104e-4
ARBUTUS-RIDGE,PINK KOUSA DOGWOOD,8,0.0015476881408396208
ARBUTUS-RIDGE,PINK PERFECTION CHERRY,6,0.0011607661056297156
ARBUTUS-RIDGE,PISSARD PLUM,696,0.134648868253047
ARBUTUS-RIDGE,PRAIRIE FIRE CRABAPPLE,9,0.0017411491584445734
ARBUTUS-RIDGE,PRINCETON GOLD MAPLE,30,0.005803830528148578
ARBUTUS-RIDGE,PURPLE FOUNTAIN BEECH,1,1.934610176049526e-4
ARBUTUS-RIDGE,PURPLE HAZE JAPANESE PLUM,29,0.005610369510543625
ARBUTUS-RIDGE,PURPLE LEAF SYCAMORE MAPLE,25,0.004836525440123815
ARBUTUS-RIDGE,PURPLE PLUM,2,3.869220352099052e-4
ARBUTUS-RIDGE,PURPLE ROBE LOCUST,1,1.934610176049526e-4
ARBUTUS-RIDGE,PYRAMIDAL EUROPEAN BIRCH,6,0.0011607661056297156
ARBUTUS-RIDGE,PYRAMIDAL EUROPEAN HORNBEAM,121,0.023408783130199264
ARBUTUS-RIDGE,QUEEN ELIZABETH MAPLE,42,0.00812536273940801
ARBUTUS-RIDGE,RANCHO SARGENT CHERRY,4,7.738440704198104e-4
ARBUTUS-RIDGE,RAYWOOD ASH,132,0.025536854323853744
ARBUTUS-RIDGE,RED CAUCASIAN MAPLE,4,7.738440704198104e-4
ARBUTUS-RIDGE,RED JAPANESE MAPLE,1,1.934610176049526e-4
ARBUTUS-RIDGE,RED JEWEL CRABAPPLE,1,1.934610176049526e-4
ARBUTUS-RIDGE,RED MAPLE,52,0.010059972915457535
ARBUTUS-RIDGE,RED OAK,11,0.0021280711936544788
ARBUTUS-RIDGE,RED SHINE MAPLE,6,0.0011607661056297156
ARBUTUS-RIDGE,RED SUNSET RED MAPLE,35,0.006771135616173341
ARBUTUS-RIDGE,REDBUD CRABAPPLE,130,0.025149932288643838
ARBUTUS-RIDGE,RIVER BIRCH,8,0.0015476881408396208
ARBUTUS-RIDGE,ROYAL SPLENDOR CRABAPPLE,2,3.869220352099052e-4
ARBUTUS-RIDGE,ROYALTY CRABAPPLE,7,0.0013542271232346683
ARBUTUS-RIDGE,RUBY RED HORSECHESTNUT,3,5.803830528148578e-4
ARBUTUS-RIDGE,RUDOLPH CRABAPPLE,2,3.869220352099052e-4
ARBUTUS-RIDGE,SARGENT FLOWERING CHERRY,7,0.0013542271232346683
ARBUTUS-RIDGE,SAWARA FALSECYPRESS,1,1.934610176049526e-4
ARBUTUS-RIDGE,SAWTOOTH OAK,5,9.67305088024763e-4
ARBUTUS-RIDGE,SCARLET OAK,2,3.869220352099052e-4
ARBUTUS-RIDGE,SCHUBERT CHOKECHERRY,29,0.005610369510543625
ARBUTUS-RIDGE,SCHWEDLER NORWAY MAPLE,4,7.738440704198104e-4
ARBUTUS-RIDGE,SCOTCH PINE,26,0.005029986457728767
ARBUTUS-RIDGE,SEIBOLDI CHERRY,6,0.0011607661056297156
ARBUTUS-RIDGE,SERVICEBERRY,11,0.0021280711936544788
ARBUTUS-RIDGE,SHADEMASTER HONEYLOCUST,22,0.0042561423873089576
ARBUTUS-RIDGE,SHANTUNG MAPLE,1,1.934610176049526e-4
ARBUTUS-RIDGE,SHIROFUGEN CHERRY,4,7.738440704198104e-4
ARBUTUS-RIDGE,SHIROTAE(MT FUJI) CHERRY,3,5.803830528148578e-4
ARBUTUS-RIDGE,SHORE PINE,1,1.934610176049526e-4
ARBUTUS-RIDGE,SIEBOLD'S MAGNOLIA,1,1.934610176049526e-4
ARBUTUS-RIDGE,SILVER MAPLE,4,7.738440704198104e-4
ARBUTUS-RIDGE,SILVER QUEEN MAPLE,2,3.869220352099052e-4
ARBUTUS-RIDGE,SILVER VARIEGATED NORWAY MAPLE,5,9.67305088024763e-4
ARBUTUS-RIDGE,SKYMASTER ENGLISH OAK,1,1.934610176049526e-4
ARBUTUS-RIDGE,SNOWBIRD HAWTHORN,21,0.004062681369704005
ARBUTUS-RIDGE,SNOWCLOUD CRABAPPLE,1,1.934610176049526e-4
ARBUTUS-RIDGE,SNOWCONE JAPANESE SNOWBELL,1,1.934610176049526e-4
ARBUTUS-RIDGE,SOUTHERN MAGNOLIA,1,1.934610176049526e-4
ARBUTUS-RIDGE,SOVEREIGN PIN OAK,3,5.803830528148578e-4
ARBUTUS-RIDGE,SPRUCE SPECIES,3,5.803830528148578e-4
ARBUTUS-RIDGE,SUGAR MAPLE,4,7.738440704198104e-4
ARBUTUS-RIDGE,SUNBURST HONEYLOCUST,29,0.005610369510543625
ARBUTUS-RIDGE,SUPERFORM NORWAY MAPLE,6,0.0011607661056297156
ARBUTUS-RIDGE,SUSAN MAGNOLIA,3,5.803830528148578e-4
ARBUTUS-RIDGE,SYCAMORE MAPLE,74,0.014316115302766493
ARBUTUS-RIDGE,TAIJA JAPANESE MAPLE,1,1.934610176049526e-4
ARBUTUS-RIDGE,TCHONOSKI CRABAPPLE,4,7.738440704198104e-4
ARBUTUS-RIDGE,THORNLESS COCKSPUR HAWTHORN,19,0.0036757593344940993
ARBUTUS-RIDGE,THORNLESS HONEYLOCUST,17,0.0032888372992841944
ARBUTUS-RIDGE,THUNDERCLOUD PURPLE PLUM,4,7.738440704198104e-4
ARBUTUS-RIDGE,TOBA HAWTHORN,16,0.0030953762816792415
ARBUTUS-RIDGE,TREE LILAC,33,0.006384213580963436
ARBUTUS-RIDGE,TRICOLOR DOGWOOD,2,3.869220352099052e-4
ARBUTUS-RIDGE,TULIPTREE,8,0.0015476881408396208
ARBUTUS-RIDGE,TUPELO,32,0.006190752563358483
ARBUTUS-RIDGE,UKON JAPANESE CHERRY,8,0.0015476881408396208
ARBUTUS-RIDGE,UPRIGHT MOUNTAIN ASH,2,3.869220352099052e-4
ARBUTUS-RIDGE,VANESSA PERSIAN IRONWOOD,2,3.869220352099052e-4
ARBUTUS-RIDGE,VARIEGATED SYCAMORE MAPLE,4,7.738440704198104e-4
ARBUTUS-RIDGE,VENUS DOGWOOD,1,1.934610176049526e-4
ARBUTUS-RIDGE,VILLAGE GREEN ZELKOVA,25,0.004836525440123815
ARBUTUS-RIDGE,VINE MAPLE,1,1.934610176049526e-4
ARBUTUS-RIDGE,WASHINGTON HAWTHORN,26,0.005029986457728767
ARBUTUS-RIDGE,WATERER GOLDENCHAIN TREE,2,3.869220352099052e-4
ARBUTUS-RIDGE,WATSON'S CRABAPPLE,1,1.934610176049526e-4
ARBUTUS-RIDGE,WEEPING BEECH,3,5.803830528148578e-4
ARBUTUS-RIDGE,WEEPING CRABAPPLE,3,5.803830528148578e-4
ARBUTUS-RIDGE,WEEPING CUTLEAF BIRCH,4,7.738440704198104e-4
ARBUTUS-RIDGE,WEEPING KATSURA TREE,1,1.934610176049526e-4
ARBUTUS-RIDGE,WEEPING LAWSON CYPRESS,2,3.869220352099052e-4
ARBUTUS-RIDGE,WEEPING WILLOW,2,3.869220352099052e-4
ARBUTUS-RIDGE,WESTERN CATALPA,3,5.803830528148578e-4
ARBUTUS-RIDGE,WESTERN HEMLOCK,4,7.738440704198104e-4
ARBUTUS-RIDGE,WESTERN RED CEDAR,15,0.002901915264074289
ARBUTUS-RIDGE,WESTOFF'S GLORIE EUROPEAN ASH,4,7.738440704198104e-4
ARBUTUS-RIDGE,WHITE ASH,4,7.738440704198104e-4
ARBUTUS-RIDGE,WHITE BEAM MOUNTAIN ASH,3,5.803830528148578e-4
ARBUTUS-RIDGE,WHITE SPRUCE,1,1.934610176049526e-4
ARBUTUS-RIDGE,WILDFIRE BLACK GUM,10,0.001934610176049526
ARBUTUS-RIDGE,WILLOW OAK,1,1.934610176049526e-4
ARBUTUS-RIDGE,WORPLESDON SWEETGUM,30,0.005803830528148578
ARBUTUS-RIDGE,YELLOW BUCKEYE,2,3.869220352099052e-4
ARBUTUS-RIDGE,YOSHINO CHERRY,8,0.0015476881408396208
DOWNTOWN,ACCOLADE CHERRY,6,0.0011630160883892228
DOWNTOWN,AKEBONO FLOWERING CHERRY,8,0.0015506881178522969
DOWNTOWN,ALDERLEAFED MOUNTAIN ASH,3,5.815080441946114e-4
DOWNTOWN,AMERICAN BEECH,2,3.876720294630742e-4
DOWNTOWN,AMERICAN ELM,17,0.003295212250436131
DOWNTOWN,AMERICAN HORNBEAM,1,1.938360147315371e-4
DOWNTOWN,AMERICAN MOUNTAIN ASH,1,1.938360147315371e-4
DOWNTOWN,AMERICAN SWEETGUM,79,0.015313045163791433
DOWNTOWN,ARISTOCRAT PEAR,56,0.010854816824966078
DOWNTOWN,ARMSTRONG RED MAPLE,86,0.016669897266912193
DOWNTOWN,ARNOLD TULIPTREE,3,5.815080441946114e-4
DOWNTOWN,ASH SPECIES,15,0.002907540220973057
DOWNTOWN,AUTUMN APPLAUSE ASH,1,1.938360147315371e-4
DOWNTOWN,AUTUMN BLAZE RED MAPLE,76,0.014731537119596821
DOWNTOWN,AUTUMN FLAME RED MAPLE,96,0.018608257414227565
DOWNTOWN,AUTUMN HIGAN CHERRY,3,5.815080441946114e-4
DOWNTOWN,AUTUMN PURPLE ASH,2,3.876720294630742e-4
DOWNTOWN,BASSWOOD,5,9.691800736576856e-4
DOWNTOWN,BIG LEAF LINDEN,6,0.0011630160883892228
DOWNTOWN,BIGLEAF MAPLE,1,1.938360147315371e-4
DOWNTOWN,BLACK LOCUST,11,0.0021321961620469083
DOWNTOWN,BLOODGOOD PLANE TREE,41,0.007947276603993022
DOWNTOWN,BOWHALL RED MAPLE,187,0.03624733475479744
DOWNTOWN,BOXELDER,1,1.938360147315371e-4
DOWNTOWN,BRANDON ELM,1,1.938360147315371e-4
DOWNTOWN,BRANDYWINE RED MAPLE,26,0.005039736383019965
DOWNTOWN,BRUNS SERBIAN SPRUCE,2,3.876720294630742e-4
DOWNTOWN,CALIFORNIA INCENSE CEDAR,3,5.815080441946114e-4
DOWNTOWN,CALLERY PEAR,18,0.003489048265167668
DOWNTOWN,CAPITAL PEAR,1,1.938360147315371e-4
DOWNTOWN,CAUCASIAN ASH,3,5.815080441946114e-4
DOWNTOWN,CAUCASIAN MAPLE,16,0.0031013762357045937
DOWNTOWN,CELEBRATION RED MAPLE,6,0.0011630160883892228
DOWNTOWN,CHANCELLOR LINDEN,1,1.938360147315371e-4
DOWNTOWN,CHANTICLEER PEAR,28,0.005427408412483039
DOWNTOWN,"CHERRY, PLUM OR PEACH SPECIES",1,1.938360147315371e-4
DOWNTOWN,CHINESE TULIPTREE,67,0.012987012987012988
DOWNTOWN,COLUMNAR NORWAY MAPLE,156,0.030238418298119792
DOWNTOWN,COLUMNAR RED MAPLE,4,7.753440589261484e-4
DOWNTOWN,COLUMNAR SARGENT CHERRY,1,1.938360147315371e-4
DOWNTOWN,COMMON HORSECHESTNUT,16,0.0031013762357045937
DOWNTOWN,COPPER OR PURPLE BEECH,5,9.691800736576856e-4
DOWNTOWN,CRIMEAN LINDEN,155,0.030044582283388254
DOWNTOWN,CRIMSON KING NORWAY MAPLE,5,9.691800736576856e-4
DOWNTOWN,CRIMSON SPIRE OAK,1,1.938360147315371e-4
DOWNTOWN,CRIMSON SUNSET MAPLE,7,0.0013568521031207597
DOWNTOWN,CUTLEAF SILVER MAPLE,18,0.003489048265167668
DOWNTOWN,DAWYCK'S BEECH,71,0.013762357045939136
DOWNTOWN,DEGROOT LINDEN,1,1.938360147315371e-4
DOWNTOWN,DOUGLAS FIR,1,1.938360147315371e-4
DOWNTOWN,EDDIES WHITE WONDER DOGWOOD,7,0.0013568521031207597
DOWNTOWN,EMERALD QUEEN NORWAY MAPLE,47,0.009110292692382244
DOWNTOWN,ENGLISH OAK,30,0.005815080441946114
DOWNTOWN,ENGLISH YEW,1,1.938360147315371e-4
DOWNTOWN,EUROPEAN ASH,12,0.0023260321767784456
DOWNTOWN,EUROPEAN BEECH,320,0.062027524714091876
DOWNTOWN,EUROPEAN HORNBEAM,48,0.009304128707113783
DOWNTOWN,EUROPEAN MOUNTAIN ASH,7,0.0013568521031207597
DOWNTOWN,EUROPEAN WHITE BIRCH,12,0.0023260321767784456
DOWNTOWN,FERNLEAF COPPER BEECH,1,1.938360147315371e-4
DOWNTOWN,FLOWERING ASH,18,0.003489048265167668
DOWNTOWN,FLOWERING DOGWOOD,1,1.938360147315371e-4
DOWNTOWN,FRANZ FONTAINE HORNBEAM,17,0.003295212250436131
DOWNTOWN,FREEMAN'S S.S. MAPLE,156,0.030238418298119792
DOWNTOWN,GIANT SEQUOIA,3,5.815080441946114e-4
DOWNTOWN,GINKGO OR MAIDENHAIR TREE,68,0.013180849001744524
DOWNTOWN,GLOBEHEAD NORWAY MAPLE,19,0.0036828842798992054
DOWNTOWN,GOLDEN DAWYCK BEECH,6,0.0011630160883892228
DOWNTOWN,GOLDEN WHITEBEAM,3,5.815080441946114e-4
DOWNTOWN,GREEN ASH,4,7.753440589261484e-4
DOWNTOWN,GREEN PILLAR PIN OAK,5,9.691800736576856e-4
DOWNTOWN,HALKA HONEYLOCUST,6,0.0011630160883892228
DOWNTOWN,HARVEST ORANGE JPN MAPLE,1,1.938360147315371e-4
DOWNTOWN,HEDGE MAPLE,106,0.020546617561542933
DOWNTOWN,HONEYLOCUST,5,9.691800736576856e-4
DOWNTOWN,HORNBEAM SPECIES,6,0.0011630160883892228
DOWNTOWN,HUGARIAN OAK,9,0.001744524132583834
DOWNTOWN,JAPANESE DOGWOOD,7,0.0013568521031207597
DOWNTOWN,JAPANESE FLOWERING CHERRY,4,7.753440589261484e-4
DOWNTOWN,JAPANESE FLOWERING CRABAPPLE,4,7.753440589261484e-4
DOWNTOWN,JAPANESE HORNBEAM,19,0.0036828842798992054
DOWNTOWN,JAPANESE MAPLE,1,1.938360147315371e-4
DOWNTOWN,JAPANESE SNOWBELL,22,0.0042643923240938165
DOWNTOWN,JAPANESE STEWARTIA,4,7.753440589261484e-4
DOWNTOWN,KARPICK RED MAPLE,23,0.004458228338825354
DOWNTOWN,KATSURA TREE,54,0.010467144795503005
DOWNTOWN,KOBUS MAGNOLIA,56,0.010854816824966078
DOWNTOWN,KWANZAN FLOWERING CHERRY,66,0.01279317697228145
DOWNTOWN,LAVALLEI HYBRID HAWTHORN,29,0.005621244427214576
DOWNTOWN,LAWSON CYPRESS/PORT ORFORD CED,4,7.753440589261484e-4
DOWNTOWN,LITTLE-LEAF LINDEN,58,0.011242488854429153
DOWNTOWN,LONDON PLANE TREE,82,0.015894553207986044
DOWNTOWN,LUCAS COLUMNAR HORNBEAM,4,7.753440589261484e-4
